customer_key,customer_id,first_name,last_name,full_name,gender,birthdate,age_range,email,phone,mobile,address_line1,address_line2,city,state,postal_code,country,loyalty_id,loyalty_tier,loyalty_points,member_since,customer_segment,income_range,household_size,opt_in_email,opt_in_sms,opt_in_push,current_flag,effective_from,effective_to,row_created_date,row_updated_date
302,CUST-000302,Isha,Khanna,Isha Khanna,Female,1/8/1971,45-54,isha.khanna84@example.com,-189848,-119305,"374, Ring Rd",Sector 47,Patna,Bihar,800001,India,LTY-000302,Bronze,1220,12/3/2024,Regular,3L-6L,3,1,0,0,1,6/25/2023 0:00,,6/25/2023 3:00,5/12/2024 0:00
1051,CUST-000302,Isha,Khanna,Isha Khanna,Female,1/8/1971,45-54,isha.khanna84@example.com,-189848,-119305,"289, Lake View Rd",Near Hospital,Hyderabad,Telangana,500001,India,LTY-000302,Gold,10141,12/3/2024,Occasional,3L-6L,3,1,0,0,0,1/1/2021 0:00,8/27/2022 0:00,1/1/2021 22:00,8/27/2022 21:00
303,CUST-000303,Meera,Iyer,Meera Iyer,Female,4/21/1966,55-64,meera.iyer10@example.com,-118369,-151081,"534, Main St",Block C,Lucknow,Uttar Pradesh,226001,India,LTY-000303,Silver,1381,2/22/2021,VIP,Unknown,3,0,0,1,1,5/24/2021 0:00,,5/24/2021 15:00,6/26/2021 0:00
304,CUST-000304,Arjun,Gupta,Arjun Gupta,Male,8/19/1969,55-64,arjun.gupta72@example.com,-127084,-114086,"251, Park St",Opp. Park,Patna,Bihar,800001,India,LTY-000304,Bronze,1959,7/29/2024,Regular,6L-10L,6,1,1,1,1,4/5/2021 0:00,,4/5/2021 9:00,7/2/2021 0:00
305,CUST-000305,Neha,Khanna,Neha Khanna,Female,1/29/1989,35-44,neha.khanna21@example.com,-156451,-121550,"726, Main St",Near Mall,Ranchi,Jharkhand,834001,India,LTY-000305,Bronze,1194,10/7/2024,Regular,>20L,3,1,1,0,1,3/4/2024 0:00,,3/4/2024 19:00,8/14/2024 0:00
1102,CUST-000305,Neha,Khanna,Neha Khanna,Female,1/29/1989,35-44,neha.khanna21@example.com,-156451,-121550,"922, Lake View Rd",Sector 2,Kolkata,West Bengal,700001,India,LTY-000305,Bronze,1068,10/7/2024,New,>20L,3,1,1,0,0,10/7/2021 0:00,1/10/2024 0:00,10/7/2021 6:00,1/10/2024 8:00
306,CUST-000306,Rahul,Shah,Rahul Shah,Male,11/17/1996,25-34,rahul.shah21@example.com,-190646,-171633,"358, Park St",Sector 38,Kochi,Kerala,682001,India,LTY-000306,Bronze,1869,1/19/2022,Regular,10L-20L,4,1,0,1,1,9/11/2025 0:00,,9/11/2025 20:00,5/6/2026 0:00
307,CUST-000307,Rohan,Agarwal,Rohan Agarwal,Male,1/1/1977,45-54,rohan.agarwal94@example.com,-184983,-138236,"612, Park St",Sector 39,Coimbatore,Tamil Nadu,641001,India,LTY-000307,Silver,3608,12/16/2024,Regular,>20L,2,0,1,0,1,6/26/2024 0:00,,6/26/2024 17:00,11/18/2024 0:00
308,CUST-000308,Isha,Sharma,Isha Sharma,Female,4/4/2002,18-24,isha.sharma51@example.com,-159608,-181580,"483, Ring Rd",Near Mall,Gurgaon,Haryana,122001,India,LTY-000308,Bronze,879,9/26/2024,New,6L-10L,6,0,0,0,1,3/8/2023 0:00,,3/9/2023 0:00,8/14/2023 0:00
309,CUST-000309,James,Miller,James Miller,Male,5/28/1955,65+,james.miller36@example.com,-7211,-6538,"96, Main St",Block A,New York,New York,10001,USA,LTY-000309,Bronze,1511,10/17/2021,Regular,6L-10L,6,1,0,0,1,3/28/2025 0:00,,3/28/2025 14:00,2/19/2026 0:00
1084,CUST-000309,James,Miller,James Miller,Male,5/28/1955,65+,james.miller36@example.com,-7211,-6538,"93, Hill Rd",Opp. School,New York,New York,10001,USA,LTY-000309,Gold,6090,10/17/2021,Regular,6L-10L,6,1,0,0,0,5/8/2022 0:00,6/20/2024 0:00,5/8/2022 5:00,6/20/2024 0:00
310,CUST-000310,Charlotte,Clark,Charlotte Clark,Female,3/30/1978,45-54,charlotte.clark84@example.com,-859558,-157264,"964, Ring Rd",Sector 34,Manchester,England,M1,UK,LTY-000310,Bronze,747,2/11/2025,Regular,Unknown,5,0,0,0,1,8/8/2024 0:00,,8/8/2024 0:00,3/8/2025 0:00
311,CUST-000311,Olivia,Taylor,Olivia Taylor,Female,2/9/1994,25-34,olivia.taylor87@example.com,-7177388,-9659228,"180, MG Road",Sector 10,Dubai,Dubai,0,UAE,LTY-000311,Gold,13055,2/7/2021,Occasional,10L-20L,6,1,1,0,1,5/22/2025 0:00,,5/23/2025 0:00,1/25/2026 0:00
312,CUST-000312,Isabella,Jones,Isabella Jones,Female,10/24/1997,25-34,isabella.jones44@example.com,-8555081,-9434670,"980, Station Rd",Opp. Park,Dubai,Dubai,0,UAE,LTY-000312,Platinum,21710,7/2/2021,Occasional,3L-6L,6,1,0,0,1,4/15/2025 0:00,,4/15/2025 3:00,8/4/2025 0:00
313,CUST-000313,Meera,Patel,Meera Patel,Female,5/14/2004,18-24,meera.patel48@example.com,-164319,-112925,"59, Station Rd",Block C,Surat,Gujarat,395003,India,LTY-000313,Bronze,1027,10/1/2021,Regular,10L-20L,5,1,0,0,1,5/2/2024 0:00,,5/2/2024 4:00,4/10/2025 0:00
314,CUST-000314,Nikita,Reddy,Nikita Reddy,Female,1/10/1973,45-54,nikita.reddy41@example.com,-95965,-126269,"92, MG Road",Sector 13,Pune,Maharashtra,411001,India,LTY-000314,Silver,4808,2/13/2021,New,<3L,5,0,0,0,1,10/16/2023 0:00,,10/17/2023 0:00,6/15/2024 0:00
315,CUST-000315,Amit,Gupta,Amit Gupta,Male,1/12/2006,18-24,amit.gupta94@example.com,-163720,-105081,"512, Park St",Opp. Park,Bengaluru,Karnataka,560001,India,LTY-000315,Gold,3330,9/6/2025,Regular,6L-10L,4,1,0,1,1,3/14/2021 0:00,,3/14/2021 2:00,11/13/2021 0:00
316,CUST-000316,Kabir,Gupta,Kabir Gupta,Male,8/13/1961,55-64,kabir.gupta24@example.com,-161861,-102463,"161, Main St",Near Mall,Guwahati,Assam,781001,India,LTY-000316,Bronze,1179,2/21/2021,Regular,<3L,3,0,1,0,1,7/25/2022 0:00,,7/25/2022 8:00,12/24/2022 0:00
317,CUST-000317,Neha,Khanna,Neha Khanna,Female,2/8/1978,45-54,neha.khanna79@example.com,-174205,-180978,"644, Ring Rd",Sector 22,Gurgaon,Haryana,122001,India,LTY-000317,Bronze,1368,7/13/2021,Regular,6L-10L,2,0,1,0,1,11/30/2022 0:00,,11/30/2022 20:00,1/6/2023 0:00
318,CUST-000318,Sophia,Walker,Sophia Walker,Female,7/9/1978,45-54,sophia.walker57@example.com,-11348,-6667,"842, Station Rd",Opp. Park,New York,New York,10001,USA,LTY-000318,Bronze,1884,5/7/2023,Regular,Unknown,4,1,1,1,1,2/7/2022 0:00,,2/7/2022 5:00,9/16/2022 0:00
1189,CUST-000318,Sophia,Walker,Sophia Walker,Female,7/9/1978,45-54,sophia.walker57@example.com,-11348,-6667,"587, Temple St",Opp. School,Chicago,Illinois,60601,USA,LTY-000318,Bronze,1933,5/7/2023,Regular,Unknown,4,1,1,1,0,3/14/2021 0:00,11/30/2021 0:00,3/14/2021 4:00,11/30/2021 19:00
319,CUST-000319,Raghav,Sharma,Raghav Sharma,Male,5/3/1985,35-44,raghav.sharma31@example.com,-182041,-135463,"190, Main St",Block B,Hyderabad,Telangana,500001,India,LTY-000319,Silver,2536,10/5/2024,Regular,3L-6L,2,0,0,0,1,12/20/2024 0:00,,12/20/2024 7:00,9/4/2025 0:00
320,CUST-000320,Arjun,Kapoor,Arjun Kapoor,Male,2/11/1996,25-34,arjun.kapoor56@example.com,-145994,-88721,"153, Park St",Block D,Hyderabad,Telangana,500001,India,LTY-000320,Bronze,857,6/22/2023,Regular,3L-6L,4,0,0,0,1,12/30/2021 0:00,,12/30/2021 4:00,9/10/2022 0:00
321,CUST-000321,Rohan,Sharma,Rohan Sharma,Male,11/2/1970,45-54,rohan.sharma80@example.com,-173828,-112403,"310, Station Rd",Opp. Park,Hyderabad,Telangana,500001,India,LTY-000321,Silver,1027,7/24/2024,Regular,6L-10L,2,1,0,0,1,10/7/2024 0:00,,10/7/2024 17:00,4/9/2025 0:00
322,CUST-000322,Diya,Gupta,Diya Gupta,Female,11/28/1960,55-64,diya.gupta74@example.com,-118330,-140308,"604, Main St",Sector 3,Nagpur,Maharashtra,440001,India,LTY-000322,Silver,3836,11/30/2025,Occasional,10L-20L,1,0,1,0,1,5/16/2022 0:00,,5/16/2022 7:00,7/4/2022 0:00
323,CUST-000323,Rina,Khanna,Rina Khanna,Female,2/10/1998,25-34,rina.khanna1@example.com,-151721,-116109,"269, Park St",Sector 50,Lucknow,Uttar Pradesh,226001,India,LTY-000323,Platinum,29978,11/23/2021,Occasional,Unknown,5,1,0,1,1,3/8/2022 0:00,,3/8/2022 6:00,5/1/2022 0:00
1153,CUST-000323,Rina,Khanna,Rina Khanna,Female,2/10/1998,25-34,rina.khanna1@example.com,-151721,-116109,"546, Lake View Rd",Block B,Guwahati,Assam,781001,India,LTY-000323,Silver,3082,11/23/2021,Regular,Unknown,5,1,0,1,0,3/16/2021 0:00,2/5/2022 0:00,3/16/2021 15:00,2/5/2022 17:00
324,CUST-000324,Ethan,Clark,Ethan Clark,Male,1/21/1989,35-44,ethan.clark49@example.com,-318469,-552306,"972, MG Road",Opp. Park,Manchester,England,M1,UK,LTY-000324,Bronze,1029,11/23/2025,VIP,3L-6L,4,0,0,0,1,1/26/2025 0:00,,1/26/2025 19:00,1/16/2026 0:00
325,CUST-000325,Amelia,Johnson,Amelia Johnson,Female,2/17/1975,45-54,amelia.johnson23@example.com,-4995,-10015,"928, Park St",Block C,San Francisco,California,94102,USA,LTY-000325,Bronze,1941,1/27/2021,Regular,>20L,5,0,0,0,1,7/1/2024 0:00,,7/1/2024 20:00,1/12/2025 0:00
326,CUST-000326,Kabir,Nair,Kabir Nair,Male,7/2/1991,25-34,kabir.nair83@example.com,-159784,-115948,"898, Main St",Block C,Kochi,Kerala,682001,India,LTY-000326,Bronze,1058,8/5/2024,Regular,3L-6L,2,1,0,0,1,4/12/2024 0:00,,4/12/2024 13:00,12/29/2024 0:00
327,CUST-000327,Kavya,Verma,Kavya Verma,Female,6/29/1998,25-34,kavya.verma1@example.com,-185455,-158777,"701, Park St",Near Mall,Bengaluru,Karnataka,560001,India,LTY-000327,Gold,4963,3/23/2021,Regular,10L-20L,5,0,0,0,1,7/13/2022 0:00,,7/13/2022 11:00,1/20/2023 0:00
1169,CUST-000327,Kavya,Verma,Kavya Verma,Female,6/29/1998,25-34,kavya.verma1@example.com,-185455,-158777,"300, Hill Rd",Near Hospital,Surat,Gujarat,395003,India,LTY-000327,Silver,3973,3/23/2021,Occasional,10L-20L,5,0,0,0,0,1/1/2021 0:00,8/10/2021 0:00,1/1/2021 12:00,8/10/2021 20:00
328,CUST-000328,Karan,Rao,Karan Rao,Male,4/8/1987,35-44,karan.rao66@example.com,-101704,-129403,"795, Park St",Block A,Hyderabad,Telangana,500001,India,LTY-000328,Bronze,1661,11/29/2025,Regular,10L-20L,4,1,1,1,1,12/15/2023 0:00,,12/15/2023 19:00,8/7/2024 0:00
329,CUST-000329,Kabir,Shah,Kabir Shah,Male,4/2/1993,25-34,kabir.shah26@example.com,-141811,-149360,"448, Park St",Near Mall,Mumbai,Maharashtra,400001,India,LTY-000329,Bronze,1918,5/1/2025,Regular,6L-10L,5,0,1,1,1,9/8/2023 0:00,,9/8/2023 22:00,10/29/2023 0:00
1081,CUST-000329,Kabir,Shah,Kabir Shah,Male,4/2/1993,25-34,kabir.shah26@example.com,-141811,-149360,"810, Market Rd",Near Hospital,Pune,Maharashtra,411001,India,LTY-000329,Gold,6498,5/1/2025,VIP,6L-10L,5,0,1,1,0,4/27/2022 0:00,2/1/2023 0:00,4/27/2022 10:00,2/1/2023 13:00
330,CUST-000330,Ananya,Iyer,Ananya Iyer,Female,2/7/1980,45-54,ananya.iyer90@example.com,-133941,-176401,"949, MG Road",Near Mall,Hyderabad,Telangana,500001,India,LTY-000330,Gold,4549,8/16/2021,Regular,>20L,4,1,0,1,1,2/21/2025 0:00,,2/21/2025 13:00,8/18/2025 0:00
331,CUST-000331,Sanjay,Rao,Sanjay Rao,Male,3/31/1974,45-54,sanjay.rao18@example.com,-143167,-116013,"391, Main St",Sector 23,Kolkata,West Bengal,700001,India,LTY-000331,Silver,4770,12/15/2022,Regular,10L-20L,6,0,1,1,1,4/2/2023 0:00,,4/2/2023 20:00,5/10/2023 0:00
332,CUST-000332,Neha,Reddy,Neha Reddy,Female,2/25/2004,18-24,neha.reddy10@example.com,-131199,-127346,"387, Ring Rd",Opp. Park,Guwahati,Assam,781001,India,LTY-000332,Bronze,559,6/4/2025,VIP,3L-6L,2,1,1,1,1,8/20/2022 0:00,,8/20/2022 11:00,8/12/2023 0:00
1058,CUST-000332,Neha,Reddy,Neha Reddy,Female,2/25/2004,18-24,neha.reddy10@example.com,-131199,-127346,"145, Lake View Rd",Opp. School,Surat,Gujarat,395003,India,LTY-000332,Bronze,646,6/4/2025,Regular,3L-6L,2,1,1,1,0,1/1/2021 0:00,9/4/2021 0:00,1/1/2021 4:00,9/4/2021 7:00
333,CUST-000333,Grace,Williams,Grace Williams,Female,1/23/1975,45-54,grace.williams24@example.com,-4201052,-8258653,"720, Main St",Sector 19,Dubai,Dubai,0,UAE,LTY-000333,Bronze,571,4/14/2021,Regular,6L-10L,2,1,1,0,1,5/13/2023 0:00,,5/13/2023 2:00,11/8/2023 0:00
334,CUST-000334,Arjun,Sharma,Arjun Sharma,Male,9/20/1980,45-54,arjun.sharma89@example.com,-159201,-139732,"127, Main St",Sector 47,Pune,Maharashtra,411001,India,LTY-000334,Bronze,1556,8/10/2023,Regular,6L-10L,2,1,1,1,1,4/21/2024 0:00,,4/22/2024 0:00,7/21/2024 0:00
335,CUST-000335,Nikita,Sharma,Nikita Sharma,Female,7/20/1979,45-54,nikita.sharma9@example.com,-164269,-116734,"226, Ring Rd",Near Mall,Chennai,Tamil Nadu,600001,India,LTY-000335,Silver,4598,1/7/2023,Occasional,Unknown,3,1,0,1,1,10/1/2025 0:00,,10/1/2025 9:00,6/12/2026 0:00
336,CUST-000336,Nikita,Patel,Nikita Patel,Female,7/24/1971,45-54,nikita.patel19@example.com,-115767,-125073,"314, Ring Rd",Sector 24,Pune,Maharashtra,411001,India,LTY-000336,Bronze,555,5/22/2022,New,10L-20L,6,1,0,0,1,7/29/2021 0:00,,7/29/2021 0:00,10/17/2021 0:00
337,CUST-000337,Meera,Shah,Meera Shah,Female,2/25/1963,55-64,meera.shah98@example.com,-159327,-124944,"996, Station Rd",Opp. Park,Jaipur,Rajasthan,302001,India,LTY-000337,Bronze,1289,8/20/2022,Occasional,10L-20L,6,1,1,0,1,3/15/2025 0:00,,3/15/2025 3:00,6/1/2025 0:00
338,CUST-000338,Arjun,Kapoor,Arjun Kapoor,Male,10/26/1997,25-34,arjun.kapoor93@example.com,-137202,-108442,"78, Ring Rd",Block B,New Delhi,Delhi,110001,India,LTY-000338,Bronze,1779,3/23/2022,Regular,6L-10L,3,0,0,1,1,11/29/2021 0:00,,11/29/2021 18:00,5/20/2022 0:00
1056,CUST-000338,Arjun,Kapoor,Arjun Kapoor,Male,10/26/1997,25-34,arjun.kapoor93@example.com,-137202,-108442,"39, Market Rd",Near Hospital,Noida,Uttar Pradesh,201301,India,LTY-000338,Gold,11073,3/23/2022,Occasional,6L-10L,3,0,0,1,0,1/1/2021 0:00,6/16/2021 0:00,1/1/2021 20:00,6/16/2021 4:00
339,CUST-000339,Rohan,Patel,Rohan Patel,Male,10/31/1995,25-34,rohan.patel33@example.com,-173221,-88463,"674, MG Road",Opp. Park,Lucknow,Uttar Pradesh,226001,India,LTY-000339,Platinum,8605,2/9/2024,Regular,<3L,5,0,1,0,1,7/23/2025 0:00,,7/23/2025 19:00,5/1/2026 0:00
340,CUST-000340,Meera,Patel,Meera Patel,Female,9/22/1986,35-44,meera.patel11@example.com,-136488,-133700,"850, MG Road",Opp. Park,Mumbai,Maharashtra,400001,India,LTY-000340,Silver,2009,2/1/2023,Regular,>20L,3,1,1,0,1,7/27/2023 0:00,,7/27/2023 23:00,1/4/2024 0:00
341,CUST-000341,Ananya,Reddy,Ananya Reddy,Female,7/13/1967,55-64,ananya.reddy71@example.com,-186962,-158198,"357, Ring Rd",Block C,Ranchi,Jharkhand,834001,India,LTY-000341,Bronze,1554,9/30/2023,Regular,10L-20L,4,0,0,0,1,3/29/2023 0:00,,3/29/2023 20:00,5/10/2023 0:00
342,CUST-000342,Anita,Nair,Anita Nair,Female,8/25/2001,18-24,anita.nair54@example.com,-152420,-125695,"478, Main St",Block D,Guwahati,Assam,781001,India,LTY-000342,Bronze,1036,9/5/2021,Occasional,<3L,1,1,1,1,1,9/2/2021 0:00,,9/2/2021 6:00,6/5/2022 0:00
343,CUST-000343,Ananya,Agarwal,Ananya Agarwal,Female,4/1/1969,55-64,ananya.agarwal86@example.com,-143481,-163856,"326, Ring Rd",Block A,Pune,Maharashtra,411001,India,LTY-000343,Silver,1023,12/9/2024,New,3L-6L,4,0,0,1,1,9/7/2021 0:00,,9/7/2021 17:00,9/4/2022 0:00
344,CUST-000344,Michael,Davis,Michael Davis,Male,1/7/1988,35-44,michael.davis5@example.com,-3599,-7057,"877, Park St",Near Mall,New York,New York,10001,USA,LTY-000344,Silver,1238,12/27/2021,Regular,>20L,2,1,0,0,1,1/20/2021 0:00,,1/20/2021 16:00,10/23/2021 0:00
345,CUST-000345,Rina,Mehta,Rina Mehta,Female,12/23/1999,25-34,rina.mehta34@example.com,-112905,-131710,"120, Ring Rd",Block C,Bhubaneswar,Odisha,751001,India,LTY-000345,Silver,2270,4/2/2024,Regular,Unknown,2,0,0,1,1,10/4/2023 0:00,,10/4/2023 20:00,5/24/2024 0:00
1122,CUST-000345,Rina,Mehta,Rina Mehta,Female,12/23/1999,25-34,rina.mehta34@example.com,-112905,-131710,"942, Hill Rd",Near Hospital,Surat,Gujarat,395003,India,LTY-000345,Silver,2230,4/2/2024,Occasional,Unknown,2,0,0,1,0,5/29/2021 0:00,12/26/2022 0:00,5/29/2021 5:00,12/26/2022 7:00
346,CUST-000346,Kabir,Kapoor,Kabir Kapoor,Male,8/5/1983,35-44,kabir.kapoor82@example.com,-169429,-157983,"432, Station Rd",Near Mall,Bengaluru,Karnataka,560001,India,LTY-000346,Bronze,1893,12/1/2021,VIP,6L-10L,1,1,1,0,1,12/28/2025 0:00,,12/28/2025 14:00,8/2/2026 0:00
1057,CUST-000346,Kabir,Kapoor,Kabir Kapoor,Male,8/5/1983,35-44,kabir.kapoor82@example.com,-169429,-157983,"584, Market Rd",Opp. School,Kochi,Kerala,682001,India,LTY-000346,Gold,5721,12/1/2021,Regular,6L-10L,1,1,1,0,0,11/29/2023 0:00,8/13/2025 0:00,11/29/2023 4:00,8/13/2025 23:00
347,CUST-000347,Olivia,Clark,Olivia Clark,Female,8/11/1972,45-54,olivia.clark77@example.com,-688552,-970639,"853, Park St",Near Mall,Birmingham,England,B1,UK,LTY-000347,Silver,4751,4/28/2021,Regular,6L-10L,4,0,1,1,1,11/28/2024 0:00,,11/28/2024 9:00,10/8/2025 0:00
348,CUST-000348,Sophia,Clark,Sophia Clark,Female,12/17/1990,25-34,sophia.clark68@example.com,-10378,-3586,"623, Main St",Block B,New York,New York,10001,USA,LTY-000348,Bronze,1796,3/4/2023,Regular,10L-20L,5,0,1,1,1,7/28/2023 0:00,,7/28/2023 14:00,1/5/2024 0:00
349,CUST-000349,Amit,Agarwal,Amit Agarwal,Male,10/16/1962,55-64,amit.agarwal77@example.com,-147779,-122846,"857, MG Road",Near Mall,Patna,Bihar,800001,India,LTY-000349,Bronze,821,1/4/2023,Occasional,10L-20L,1,1,0,0,1,7/26/2025 0:00,,7/26/2025 16:00,10/20/2025 0:00
350,CUST-000350,Noah,Jones,Noah Jones,Male,9/9/1958,65+,noah.jones39@example.com,-6785,-8514,"384, Ring Rd",Sector 21,Chicago,Illinois,60601,USA,LTY-000350,Bronze,1277,5/7/2023,Regular,10L-20L,5,1,1,1,1,9/15/2022 0:00,,9/15/2022 20:00,10/19/2022 0:00
351,CUST-000351,Meera,Sharma,Meera Sharma,Female,7/15/2004,18-24,meera.sharma42@example.com,-159750,-168923,"975, Main St",Sector 9,Chennai,Tamil Nadu,600001,India,LTY-000351,Bronze,702,4/30/2024,Regular,10L-20L,5,0,0,0,1,11/13/2021 0:00,,11/13/2021 12:00,9/26/2022 0:00
352,CUST-000352,Rina,Reddy,Rina Reddy,Female,11/15/1955,65+,rina.reddy34@example.com,-137440,-191020,"81, Main St",Block C,Kochi,Kerala,682001,India,LTY-000352,Silver,2886,1/3/2023,Regular,>20L,4,0,0,0,1,5/18/2024 0:00,,5/18/2024 16:00,9/7/2024 0:00
353,CUST-000353,Kavya,Verma,Kavya Verma,Female,8/25/1985,35-44,kavya.verma52@example.com,-143511,-117477,"672, MG Road",Block D,Patna,Bihar,800001,India,LTY-000353,Gold,6263,7/27/2024,VIP,6L-10L,6,1,0,1,1,7/12/2022 0:00,,7/12/2022 3:00,12/25/2022 0:00
354,CUST-000354,Raghav,Reddy,Raghav Reddy,Male,11/10/2005,18-24,raghav.reddy44@example.com,-108028,-164323,"598, Main St",Opp. Park,Kolkata,West Bengal,700001,India,LTY-000354,Bronze,833,11/3/2022,Occasional,3L-6L,3,0,1,0,1,11/10/2025 0:00,,11/10/2025 6:00,9/21/2026 0:00
1070,CUST-000354,Raghav,Reddy,Raghav Reddy,Male,11/10/2005,18-24,raghav.reddy44@example.com,-108028,-164323,"161, Temple St",Opp. School,Kochi,Kerala,682001,India,LTY-000354,Silver,3129,11/3/2022,Regular,3L-6L,3,0,1,0,0,10/25/2023 0:00,9/30/2025 0:00,10/25/2023 6:00,10/1/2025 0:00
355,CUST-000355,Vikram,Nair,Vikram Nair,Male,2/2/1968,55-64,vikram.nair60@example.com,-124516,-126326,"909, Ring Rd",Block C,Noida,Uttar Pradesh,201301,India,LTY-000355,Silver,4654,10/17/2022,Occasional,6L-10L,4,0,1,1,1,8/14/2023 0:00,,8/14/2023 19:00,7/28/2024 0:00
356,CUST-000356,Ananya,Khanna,Ananya Khanna,Female,5/31/1979,45-54,ananya.khanna90@example.com,-147189,-146023,"505, MG Road",Near Mall,Kolkata,West Bengal,700001,India,LTY-000356,Silver,3437,6/20/2025,Regular,6L-10L,1,0,0,0,1,10/19/2022 0:00,,10/19/2022 3:00,6/12/2023 0:00
357,CUST-000357,Amit,Gupta,Amit Gupta,Male,5/20/1968,55-64,amit.gupta77@example.com,-193919,-120420,"446, Main St",Opp. Park,Gurgaon,Haryana,122001,India,LTY-000357,Bronze,588,6/8/2024,Occasional,6L-10L,4,1,0,1,1,6/28/2023 0:00,,6/28/2023 4:00,10/21/2023 0:00
358,CUST-000358,Kabir,Nair,Kabir Nair,Male,3/29/1977,45-54,kabir.nair3@example.com,-169156,-126099,"162, MG Road",Opp. Park,Coimbatore,Tamil Nadu,641001,India,LTY-000358,Bronze,784,7/11/2022,Regular,6L-10L,4,1,1,1,1,10/30/2024 0:00,,10/30/2024 8:00,2/20/2025 0:00
359,CUST-000359,Karan,Khanna,Karan Khanna,Male,9/16/1967,55-64,karan.khanna56@example.com,-149276,-148140,"404, MG Road",Sector 21,Noida,Uttar Pradesh,201301,India,LTY-000359,Bronze,356,9/29/2024,Regular,10L-20L,3,1,1,0,1,8/17/2022 0:00,,8/17/2022 10:00,2/2/2023 0:00
360,CUST-000360,Ananya,Sharma,Ananya Sharma,Female,2/16/2006,18-24,ananya.sharma50@example.com,-153779,-102368,"113, MG Road",Near Mall,Chennai,Tamil Nadu,600001,India,LTY-000360,Bronze,559,2/5/2021,VIP,10L-20L,4,1,0,0,1,8/26/2024 0:00,,8/26/2024 16:00,1/31/2025 0:00
361,CUST-000361,Rina,Kapoor,Rina Kapoor,Female,4/24/1989,35-44,rina.kapoor68@example.com,-167123,-164983,"493, Station Rd",Near Mall,Kochi,Kerala,682001,India,LTY-000361,Gold,9162,12/13/2024,Regular,10L-20L,2,1,1,1,1,4/5/2024 0:00,,4/5/2024 4:00,2/26/2025 0:00
362,CUST-000362,Arjun,Reddy,Arjun Reddy,Male,1/4/1960,65+,arjun.reddy99@example.com,-111310,-170331,"434, Park St",Opp. Park,New Delhi,Delhi,110001,India,LTY-000362,Gold,4195,10/26/2023,Regular,6L-10L,5,1,1,1,1,2/21/2024 0:00,,2/21/2024 3:00,2/10/2025 0:00
363,CUST-000363,Arjun,Gupta,Arjun Gupta,Male,4/21/1992,25-34,arjun.gupta57@example.com,-121439,-169045,"891, Station Rd",Sector 26,Mumbai,Maharashtra,400001,India,LTY-000363,Silver,1956,12/30/2021,Regular,3L-6L,6,1,1,0,1,6/14/2021 0:00,,6/14/2021 16:00,7/26/2021 0:00
364,CUST-000364,Rina,Agarwal,Rina Agarwal,Female,1/5/1978,45-54,rina.agarwal8@example.com,-164339,-171443,"535, Main St",Sector 1,Patna,Bihar,800001,India,LTY-000364,Bronze,208,10/23/2021,Regular,6L-10L,4,1,1,0,1,7/23/2021 0:00,,7/23/2021 18:00,5/4/2022 0:00
1172,CUST-000364,Rina,Agarwal,Rina Agarwal,Female,1/5/1978,45-54,rina.agarwal8@example.com,-164339,-171443,"159, Lake View Rd",Near Hospital,Guwahati,Assam,781001,India,LTY-000364,Bronze,441,10/23/2021,Regular,6L-10L,4,1,1,0,0,1/1/2021 0:00,10/31/2020 0:00,1/1/2021 2:00,10/31/2020 12:00
365,CUST-000365,Sanjay,Rao,Sanjay Rao,Male,2/29/1964,55-64,sanjay.rao9@example.com,-161636,-138211,"208, Ring Rd",Sector 37,Kochi,Kerala,682001,India,LTY-000365,Silver,3347,4/8/2022,Occasional,10L-20L,1,1,0,0,1,12/19/2022 0:00,,12/19/2022 8:00,6/12/2023 0:00
366,CUST-000366,Rahul,Verma,Rahul Verma,Male,12/26/1979,45-54,rahul.verma53@example.com,-181406,-174642,"495, Main St",Sector 23,Bengaluru,Karnataka,560001,India,LTY-000366,Bronze,840,9/7/2023,New,6L-10L,2,1,0,0,1,6/22/2023 0:00,,6/22/2023 11:00,6/18/2024 0:00
367,CUST-000367,Karan,Mehta,Karan Mehta,Male,10/9/1965,55-64,karan.mehta96@example.com,-124496,-141637,"214, Station Rd",Near Mall,New Delhi,Delhi,110001,India,LTY-000367,Bronze,1753,4/13/2024,New,3L-6L,2,1,1,1,1,2/13/2025 0:00,,2/13/2025 14:00,5/6/2025 0:00
368,CUST-000368,Rohan,Patel,Rohan Patel,Male,1/6/1961,55-64,rohan.patel74@example.com,-138814,-105334,"892, Station Rd",Sector 25,Kolkata,West Bengal,700001,India,LTY-000368,Bronze,1109,2/14/2022,VIP,6L-10L,2,0,1,0,1,9/29/2023 0:00,,9/29/2023 8:00,4/26/2024 0:00
369,CUST-000369,David,Miller,David Miller,Male,4/17/1991,25-34,david.miller38@example.com,-14832,-9145,"35, Station Rd",Near Mall,Singapore,Singapore,18956,Singapore,LTY-000369,Silver,3564,9/14/2022,Regular,6L-10L,2,1,1,0,1,10/28/2024 0:00,,10/28/2024 0:00,5/29/2025 0:00
370,CUST-000370,Nikita,Gupta,Nikita Gupta,Female,6/3/1974,45-54,nikita.gupta38@example.com,-92616,-103137,"673, Station Rd",Near Mall,Gurgaon,Haryana,122001,India,LTY-000370,Gold,3509,12/2/2023,Occasional,<3L,2,1,0,0,1,6/2/2022 0:00,,6/2/2022 14:00,2/2/2023 0:00
